runTrialId,run,startCatPos,startId,blockId,runBlockId,speed,distance,startCat,targetId,targetCat,probeDur,bufferDur,itiDur,ts,tp,direction,targetCatPos,speedCueDur,blinkFixDur,sampleDur,feedbackDur,probeDist,probeId,probeCat,probeCatPos,probe_ts,probe_loc,optionCat,movementDur,participantId,speedCueTrial
18,2,2,5,9,3,1.2,12,2,11,4,0.0,1947.5504344951112,2673.911,10000.0,,-1,2,14999.993999999999,2700,1000,1000.0,6,17,6,2,5000.0,0,0,11947.55,6,0
19,2,2,5,10,4,2.0,17,2,6,2,0.0,1384.4260256333912,2100.167,8500.0,,-1,3,9000.0,2700,1000,1000.0,12,11,4,2,6000.0,0,0,9884.426,6,1
20,2,1,13,10,4,2.0,16,5,15,5,1000.0,1444.1559605847842,2624.48,8000.0,,-1,3,9000.0,2700,1000,0.0,11,2,1,2,5500.0,1,-1,9444.156,6,0
21,2,3,3,10,4,2.0,13,1,8,3,0.0,1191.7606295234884,2659.744,6500.0,,-1,2,9000.0,2700,1000,1000.0,7,14,5,2,3500.0,0,0,7691.761,6,0
22,2,3,9,10,4,2.0,14,3,13,5,0.0,1223.116176714756,2993.921,7000.0,,-1,1,9000.0,2700,1000,1000.0,7,2,1,2,3500.0,0,0,8223.116,6,0
23,2,2,5,10,4,2.0,14,2,9,3,0.0,1017.4750243563233,2397.183,7000.0,,-1,3,9000.0,2700,1000,1000.0,9,14,5,2,4500.0,0,0,8017.475,6,0
24,2,3,18,10,4,2.0,13,6,5,2,0.0,1285.632993706492,2322.612,6500.0,,-1,2,9000.0,2700,1000,1000.0,7,11,4,2,3500.0,0,0,7785.633,6,0
25,2,1,4,11,5,1.2,12,2,10,4,0.0,2088.8165379831357,2929.19,10000.0,,-1,1,14999.993999999999,2700,1000,1000.0,5,17,6,2,4166.667,0,0,12088.817,6,1
26,2,3,12,11,5,1.2,12,4,18,6,0.0,1959.1625406267722,2712.365,10000.0,,-1,3,14999.993999999999,2700,1000,1000.0,7,5,2,2,5833.333,0,0,11959.163,6,0
27,2,3,15,11,5,1.2,14,5,1,1,1000.0,1870.9613579287434,2109.325,11666.667,,-1,1,14999.993999999999,2700,1000,0.0,7,8,3,2,5833.333,1,-1,13537.628,6,0
28,2,1,1,11,5,1.2,13,1,6,2,0.0,2339.730312726976,2464.582,10833.333,,-1,3,14999.993999999999,2700,1000,1000.0,8,11,4,2,6666.667,0,0,13173.063,6,0
29,2,2,2,11,5,1.2,14,1,6,2,0.0,1713.186755512323,2361.957,11666.667,,-1,3,14999.993999999999,2700,1000,1000.0,9,11,4,2,7500.0,0,0,13379.854,6,0
30,2,1,4,11,5,1.2,16,2,6,2,0.0,2230.7987014321548,2858.237,13333.333,,-1,3,14999.993999999999,2700,1000,1000.0,11,11,4,2,9166.667,0,0,15564.132,6,0
31,2,2,2,12,6,2.0,13,1,7,3,0.0,1061.1423782078975,2299.238,6500.0,,-1,1,9000.0,2700,1000,1000.0,6,14,5,2,3000.0,0,0,7561.142,6,1
32,2,3,3,12,6,2.0,17,1,4,2,0.0,1280.4927953002941,2174.735,8500.0,,-1,1,9000.0,2700,1000,1000.0,10,11,4,2,5000.0,0,0,9780.493,6,0
33,2,2,11,12,6,2.0,17,4,12,4,0.0,1306.0512028604337,2418.54,8500.0,,-1,3,9000.0,2700,1000,1000.0,12,17,6,2,6000.0,0,0,9806.051,6,0
34,2,2,5,12,6,2.0,15,2,8,3,1000.0,1115.1316906531706,2039.419,7500.0,,-1,2,9000.0,2700,1000,0.0,6,17,6,2,3000.0,1,1,8615.132,6,0
35,2,3,12,12,6,2.0,13,4,17,6,0.0,1344.0671336922398,2648.264,6500.0,,-1,2,9000.0,2700,1000,1000.0,7,5,2,2,3500.0,0,0,7844.067,6,0
36,2,3,9,12,6,2.0,16,3,11,4,0.0,1287.1595178533248,2670.638,8000.0,,-1,2,9000.0,2700,1000,1000.0,13,14,5,2,6500.0,0,0,9287.16,6,0
1,3,2,11,13,1,2.0,15,4,14,5,0.0,1133.7156916284032,2662.959,7500.0,,-1,2,9000.0,2700,1000,1000.0,6,5,2,2,3000.0,0,0,8633.716,6,1
2,3,2,5,13,1,2.0,13,2,10,4,0.0,1101.9646624933864,2833.134,6500.0,,-1,1,9000.0,2700,1000,1000.0,9,14,5,2,4500.0,0,0,7601.965,6,0
3,3,1,1,13,1,2.0,12,1,7,3,0.0,1026.2217193125045,2217.513,6000.0,,-1,1,9000.0,2700,1000,1000.0,5,14,5,2,2500.0,0,0,7026.222,6,0
4,3,2,14,13,1,2.0,14,5,18,6,1000.0,1193.9967756088963,2473.766,7000.0,,-1,3,9000.0,2700,1000,0.0,9,5,2,2,4500.0,1,-1,8193.997,6,0
5,3,1,10,13,1,2.0,16,4,12,4,0.0,1034.3472706225375,2891.029,8000.0,,-1,3,9000.0,2700,1000,1000.0,8,2,1,2,4000.0,0,0,9034.347,6,0
6,3,2,5,13,1,2.0,16,2,7,3,1000.0,1303.9595759303572,2760.46,8000.0,,-1,1,9000.0,2700,1000,0.0,9,14,5,2,4500.0,1,-1,9303.96,6,0
7,3,2,14,14,2,1.2,16,5,16,6,0.0,1932.0402523408,2869.301,13333.333,,-1,1,14999.993999999999,2700,1000,1000.0,12,2,1,2,10000.0,0,0,15265.373,6,1
8,3,1,13,14,2,1.2,15,5,16,6,0.0,1833.3594265668457,2253.518,12500.0,,-1,1,14999.993999999999,2700,1000,1000.0,8,5,2,2,6666.667,0,0,14333.359,6,0
9,3,2,5,14,2,1.2,13,2,10,4,0.0,2285.070823334694,2922.33,10833.333,,-1,1,14999.993999999999,2700,1000,1000.0,9,14,5,2,7500.0,0,0,13118.404,6,0
10,3,2,11,14,2,1.2,14,4,15,5,0.0,1849.0043130904223,2327.125,11666.667,,-1,3,14999.993999999999,2700,1000,1000.0,9,2,1,2,7500.0,0,0,13515.671,6,0
11,3,2,5,14,2,1.2,16,2,7,3,0.0,2097.296011857102,2935.571,13333.333,,-1,1,14999.993999999999,2700,1000,1000.0,12,11,4,2,10000.0,0,0,15430.629,6,0
12,3,2,8,14,2,1.2,12,3,14,5,0.0,2274.833305523956,2747.679,10000.0,,-1,2,14999.993999999999,2700,1000,1000.0,9,17,6,2,7500.0,0,0,12274.833,6,0
13,3,3,9,15,3,2.0,13,3,14,5,1000.0,1189.5714129605165,2200.542,6500.0,,-1,2,9000.0,2700,1000,0.0,7,2,1,2,3500.0,1,-1,7689.571,6,1
14,3,3,6,15,3,2.0,12,2,12,4,0.0,1278.9756398008822,2661.318,6000.0,,-1,3,9000.0,2700,1000,1000.0,7,17,6,2,3500.0,0,0,7278.976,6,0
15,3,2,17,15,3,2.0,14,6,3,1,1000.0,1389.3949715347997,2364.487,7000.0,,-1,3,9000.0,2700,1000,0.0,9,8,3,2,4500.0,1,1,8389.395,6,0
16,3,1,16,15,3,2.0,16,6,18,6,0.0,1195.4622604415351,2257.911,8000.0,,-1,3,9000.0,2700,1000,1000.0,11,5,2,2,5500.0,0,0,9195.462,6,0
17,3,1,13,15,3,2.0,12,5,1,1,0.0,1323.9564105637146,2611.933,6000.0,,-1,1,9000.0,2700,1000,1000.0,8,5,2,2,4000.0,0,0,7323.956,6,0
18,3,3,15,15,3,2.0,12,5,3,1,1000.0,1365.3574176348386,2556.599,6000.0,,-1,3,9000.0,2700,1000,0.0,7,8,3,2,3500.0,1,1,7365.357,6,0
19,3,2,11,16,4,1.2,12,4,17,6,0.0,1675.579766572302,2085.869,10000.0,,-1,2,14999.993999999999,2700,1000,1000.0,6,5,2,2,5000.0,0,0,11675.58,6,1
20,3,1,13,16,4,1.2,14,5,17,6,0.0,2319.6033630065263,2844.437,11666.667,,-1,2,14999.993999999999,2700,1000,1000.0,11,2,1,2,9166.667,0,0,13986.27,6,0
21,3,3,9,16,4,1.2,17,3,10,4,0.0,1840.6071832677228,2559.785,14166.667,,-1,1,14999.993999999999,2700,1000,1000.0,13,14,5,2,10833.333,0,0,16007.274,6,0
22,3,1,10,16,4,1.2,14,4,14,5,0.0,2457.9061157475294,2912.954,11666.667,,-1,2,14999.993999999999,2700,1000,1000.0,11,17,6,2,9166.667,0,0,14124.573,6,0
23,3,1,4,16,4,1.2,17,2,5,2,0.0,1712.315899425954,2802.721,14166.667,,-1,2,14999.993999999999,2700,1000,1000.0,14,8,3,2,11666.667,0,0,15878.983,6,0
24,3,2,11,16,4,1.2,16,4,13,5,0.0,1761.9022337639522,2945.389,13333.333,,-1,1,14999.993999999999,2700,1000,1000.0,9,2,1,2,7500.0,0,0,15095.235,6,0
25,3,2,14,17,5,2.0,15,5,17,6,0.0,1213.5402220115297,2490.954,7500.0,,-1,2,9000.0,2700,1000,1000.0,9,5,2,2,4500.0,0,0,8713.54,6,1
26,3,3,3,17,5,2.0,15,1,6,2,0.0,1131.0652181920811,2279.787,7500.0,,-1,3,9000.0,2700,1000,1000.0,10,11,4,2,5000.0,0,0,8631.065,6,0
27,3,1,7,17,5,2.0,12,3,13,5,1000.0,1208.5100012128266,2086.72,6000.0,,-1,1,9000.0,2700,1000,0.0,8,17,6,2,4000.0,1,-1,7208.51,6,0
28,3,1,13,17,5,2.0,14,5,17,6,0.0,1283.3971310783218,2367.154,7000.0,,-1,2,9000.0,2700,1000,1000.0,8,5,2,2,4000.0,0,0,8283.397,6,0
29,3,3,15,17,5,2.0,13,5,2,1,0.0,1246.8006427339244,2783.944,6500.0,,-1,2,9000.0,2700,1000,1000.0,10,5,2,2,5000.0,0,0,7746.801,6,0
30,3,3,15,17,5,2.0,16,5,17,6,0.0,1369.165566098683,2115.393,8000.0,,-1,2,9000.0,2700,1000,1000.0,10,5,2,2,5000.0,0,0,9369.166,6,0
31,3,3,12,18,6,1.2,17,4,13,5,0.0,2335.1308758415826,2196.248,14166.667,,-1,1,14999.993999999999,2700,1000,1000.0,7,5,2,2,5833.333,0,0,16501.798,6,1
32,3,3,18,18,6,1.2,17,6,1,1,0.0,1928.3003468209142,2866.859,14166.667,,-1,1,14999.993999999999,2700,1000,1000.0,13,5,2,2,10833.333,0,0,16094.967,6,0
33,3,1,10,18,6,1.2,15,4,13,5,0.0,1876.3955139942382,2025.773,12500.0,,-1,1,14999.993999999999,2700,1000,1000.0,8,2,1,2,6666.667,0,0,14376.396,6,0
34,3,3,3,18,6,1.2,12,1,9,3,0.0,1804.7899526636438,2880.953,10000.0,,-1,3,14999.993999999999,2700,1000,1000.0,7,14,5,2,5833.333,0,0,11804.79,6,0
35,3,1,4,18,6,1.2,15,2,7,3,0.0,2353.4506681548664,2013.583,12500.0,,-1,1,14999.993999999999,2700,1000,1000.0,11,11,4,2,9166.667,0,0,14853.451,6,0
36,3,2,14,18,6,1.2,16,5,16,6,0.0,2228.6257460354736,2057.358,13333.333,,-1,1,14999.993999999999,2700,1000,1000.0,9,5,2,2,7500.0,0,0,15561.959,6,0
1,4,2,2,19,1,1.2,12,1,8,3,0.0,2291.262686019045,2974.712,10000.0,,-1,2,14999.993999999999,2700,1000,1000.0,6,14,5,2,5000.0,0,0,12291.263,6,1
2,4,3,18,19,1,1.2,17,6,1,1,0.0,2266.0124915555634,2965.7,14166.667,,-1,1,14999.993999999999,2700,1000,1000.0,13,5,2,2,10833.333,0,0,16432.679,6,0
3,4,3,15,19,1,1.2,14,5,1,1,0.0,1684.4572976437514,2553.454,11666.667,,-1,1,14999.993999999999,2700,1000,1000.0,7,8,3,2,5833.333,0,0,13351.124,6,0
4,4,2,8,19,1,1.2,14,3,12,4,0.0,2089.7316076813477,2823.907,11666.667,,-1,3,14999.993999999999,2700,1000,1000.0,9,17,6,2,7500.0,0,0,13756.399,6,0
